field_name	field_location	data_type	units	field_description	allowable_enumeration
out.other_fuel.water_systems.energy_savings_intensity	metadata	float	kwh_per_ft2	Building annual saving in other fuel energy for the water systems end use on a per area basis	""
out.site_energy.total.energy_consumption_intensity	metadata	float	kwh_per_ft2		""
out.site_energy.total.energy_savings_intensity	metadata	float	kwh_per_ft2	Building annual saving in site energy energy for the total end use on a per area basis	""
out.qoi.maximum_daily_peak_apr	metadata	float	kw	Maximum hourly daily electric load peak during April	""
out.qoi.maximum_daily_peak_aug	metadata	float	kw	Maximum hourly daily electric load peak during August	""
out.qoi.maximum_daily_peak_dec	metadata	float	kw	Maximum hourly daily electric load peak during December	""
out.qoi.maximum_daily_peak_feb	metadata	float	kw	Maximum hourly daily electric load peak during Febuary	""
out.qoi.maximum_daily_peak_intensity_apr	metadata	float	kw_per_ft2	Maximum hourly daily electric load peak per floor area during April	""
out.qoi.maximum_daily_peak_intensity_aug	metadata	float	kw_per_ft2	Maximum hourly daily electric load peak per floor area during August	""
out.qoi.maximum_daily_peak_intensity_dec	metadata	float	kw_per_ft2	Maximum hourly daily electric load peak per floor area during December	""
out.qoi.maximum_daily_peak_intensity_feb	metadata	float	kw_per_ft2	Maximum hourly daily electric load peak per floor area during Febuary	""
out.qoi.maximum_daily_peak_intensity_jan	metadata	float	kw_per_ft2	Maximum hourly daily electric load peak per floor area during January	""
out.qoi.maximum_daily_peak_intensity_jul	metadata	float	kw_per_ft2	Maximum hourly daily electric load peak per floor area during July	""
out.qoi.maximum_daily_peak_intensity_jun	metadata	float	kw_per_ft2	Maximum hourly daily electric load peak per floor area during June	""
out.qoi.maximum_daily_peak_intensity_mar	metadata	float	kw_per_ft2	Maximum hourly daily electric load peak per floor area during March	""
out.qoi.maximum_daily_peak_intensity_may	metadata	float	kw_per_ft2	Maximum hourly daily electric load peak per floor area during May	""
out.qoi.maximum_daily_peak_intensity_nov	metadata	float	kw_per_ft2	Maximum hourly daily electric load peak per floor area during November	""
out.qoi.maximum_daily_peak_intensity_oct	metadata	float	kw_per_ft2	Maximum hourly daily electric load peak per floor area during October	""
out.qoi.maximum_daily_peak_intensity_sep	metadata	float	kw_per_ft2	Maximum hourly daily electric load peak per floor area during September	""
out.qoi.maximum_daily_peak_jan	metadata	float	kw	Maximum hourly daily electric load peak during January	""
out.qoi.maximum_daily_peak_jul	metadata	float	kw	Maximum hourly daily electric load peak during July	""
out.qoi.maximum_daily_peak_jun	metadata	float	kw	Maximum hourly daily electric load peak during June	""
out.qoi.maximum_daily_peak_mar	metadata	float	kw	Maximum hourly daily electric load peak during March	""
out.qoi.maximum_daily_peak_may	metadata	float	kw	Maximum hourly daily electric load peak during May	""
out.qoi.maximum_daily_peak_nov	metadata	float	kw	Maximum hourly daily electric load peak during November	""
out.qoi.maximum_daily_peak_oct	metadata	float	kw	Maximum hourly daily electric load peak during October	""
out.qoi.maximum_daily_peak_savings_apr	metadata	float	kw	Savings of maximum hourly daily electric load peak during April	""
out.qoi.maximum_daily_peak_savings_aug	metadata	float	kw	Savings of maximum hourly daily electric load peak during August	""
out.qoi.maximum_daily_peak_savings_dec	metadata	float	kw	Savings of maximum hourly daily electric load peak during December	""
out.qoi.maximum_daily_peak_savings_feb	metadata	float	kw	Savings of maximum hourly daily electric load peak during Febuary	""
out.qoi.maximum_daily_peak_savings_intensity_apr	metadata	float	kw_per_ft2	Savings of maximum hourly daily electric load peak per floor area during April	""
out.qoi.maximum_daily_peak_savings_intensity_aug	metadata	float	kw_per_ft2	Savings of maximum hourly daily electric load peak per floor area during August	""
out.qoi.maximum_daily_peak_savings_intensity_dec	metadata	float	kw_per_ft2	Savings of maximum hourly daily electric load peak per floor area during December	""
out.qoi.maximum_daily_peak_savings_intensity_feb	metadata	float	kw_per_ft2	Savings of maximum hourly daily electric load peak per floor area during Febuary	""
out.qoi.maximum_daily_peak_savings_intensity_jan	metadata	float	kw_per_ft2	Savings of maximum hourly daily electric load peak per floor area during January	""
out.qoi.maximum_daily_peak_savings_intensity_jul	metadata	float	kw_per_ft2	Savings of maximum hourly daily electric load peak per floor area during July	""
out.qoi.maximum_daily_peak_savings_intensity_jun	metadata	float	kw_per_ft2	Savings of maximum hourly daily electric load peak per floor area during June	""
out.qoi.maximum_daily_peak_savings_intensity_mar	metadata	float	kw_per_ft2	Savings of maximum hourly daily electric load peak per floor area during March	""
out.qoi.maximum_daily_peak_savings_intensity_may	metadata	float	kw_per_ft2	Savings of maximum hourly daily electric load peak per floor area during May	""
out.qoi.maximum_daily_peak_savings_intensity_nov	metadata	float	kw_per_ft2	Savings of maximum hourly daily electric load peak per floor area during November	""
out.qoi.maximum_daily_peak_savings_intensity_oct	metadata	float	kw_per_ft2	Savings of maximum hourly daily electric load peak per floor area during October	""
out.qoi.maximum_daily_peak_savings_intensity_sep	metadata	float	kw_per_ft2	Savings of maximum hourly daily electric load peak per floor area during September	""
out.qoi.maximum_daily_peak_savings_jan	metadata	float	kw	Savings of maximum hourly daily electric load peak during January	""
out.qoi.maximum_daily_peak_savings_jul	metadata	float	kw	Savings of maximum hourly daily electric load peak during July	""
out.qoi.maximum_daily_peak_savings_jun	metadata	float	kw	Savings of maximum hourly daily electric load peak during June	""
out.qoi.maximum_daily_peak_savings_mar	metadata	float	kw	Savings of maximum hourly daily electric load peak during March	""
out.qoi.maximum_daily_peak_savings_may	metadata	float	kw	Savings of maximum hourly daily electric load peak during May	""
out.qoi.maximum_daily_peak_savings_nov	metadata	float	kw	Savings of maximum hourly daily electric load peak during November	""
out.qoi.maximum_daily_peak_savings_oct	metadata	float	kw	Savings of maximum hourly daily electric load peak during October	""
out.qoi.maximum_daily_peak_savings_sep	metadata	float	kw	Savings of maximum hourly daily electric load peak during September	""
out.qoi.maximum_daily_peak_sep	metadata	float	kw	Maximum hourly daily electric load peak during September	""
out.qoi.maximum_daily_timing_shoulder_hour	metadata	float	hr	Hour of average maximum daily electric load during shoulder season	""
out.qoi.maximum_daily_timing_summer_hour	metadata	float	hr	Hour of average maximum daily electric load during summer	""
out.qoi.maximum_daily_timing_winter_hour	metadata	float	hr	Hour of average maximum daily electric load during winter	""
out.qoi.maximum_daily_use_shoulder	metadata	float	kw	Average hourly maximum daily electric load during shoulder season	""
out.qoi.maximum_daily_use_shoulder_intensity	metadata	float	w_per_ft2	Average hourly maximum daily electric load during shoulder season on an area normalized basis	""
out.qoi.maximum_daily_use_summer	metadata	float	kw	Average hourly maximum daily electric load during summer	""
out.qoi.maximum_daily_use_summer_intensity	metadata	float	w_per_ft2	Average hourly maximum daily electric load during summer on an area normalized basis	""
out.qoi.maximum_daily_use_winter	metadata	float	kw	Average hourly maximum daily electric load during winter	""
out.qoi.maximum_daily_use_winter_intensity	metadata	float	w_per_ft2	Average hourly maximum daily electric load during winter on an area normalized basis	""
out.qoi.median_daily_peak_apr	metadata	float	kw	Median hourly daily electric load peak during April	""
out.qoi.median_daily_peak_aug	metadata	float	kw	Median hourly daily electric load peak during August	""
out.qoi.median_daily_peak_dec	metadata	float	kw	Median hourly daily electric load peak during December	""
out.qoi.median_daily_peak_feb	metadata	float	kw	Median hourly daily electric load peak during Febuary	""
out.qoi.median_daily_peak_intensity_apr	metadata	float	kw_per_ft2	Median hourly daily electric load peak per floor area during April	""
out.qoi.median_daily_peak_intensity_aug	metadata	float	kw_per_ft2	Median hourly daily electric load peak per floor area during August	""
out.qoi.median_daily_peak_intensity_dec	metadata	float	kw_per_ft2	Median hourly daily electric load peak per floor area during December	""
out.qoi.median_daily_peak_intensity_feb	metadata	float	kw_per_ft2	Median hourly daily electric load peak per floor area during Febuary	""
out.qoi.median_daily_peak_intensity_jan	metadata	float	kw_per_ft2	Median hourly daily electric load peak per floor area during January	""
out.qoi.median_daily_peak_intensity_jul	metadata	float	kw_per_ft2	Median hourly daily electric load peak per floor area during July	""
out.qoi.median_daily_peak_intensity_jun	metadata	float	kw_per_ft2	Median hourly daily electric load peak per floor area during June	""
out.qoi.median_daily_peak_intensity_mar	metadata	float	kw_per_ft2	Median hourly daily electric load peak per floor area during March	""
out.qoi.median_daily_peak_intensity_may	metadata	float	kw_per_ft2	Median hourly daily electric load peak per floor area during May	""
out.qoi.median_daily_peak_intensity_nov	metadata	float	kw_per_ft2	Median hourly daily electric load peak per floor area during November	""
out.qoi.median_daily_peak_intensity_oct	metadata	float	kw_per_ft2	Median hourly daily electric load peak per floor area during October	""
out.qoi.median_daily_peak_intensity_sep	metadata	float	kw_per_ft2	Median hourly daily electric load peak per floor area during September	""
out.qoi.median_daily_peak_jan	metadata	float	kw	Median hourly daily electric load peak during January	""
out.qoi.median_daily_peak_jul	metadata	float	kw	Median hourly daily electric load peak during July	""
out.qoi.median_daily_peak_jun	metadata	float	kw	Median hourly daily electric load peak during June	""
out.qoi.median_daily_peak_mar	metadata	float	kw	Median hourly daily electric load peak during March	""
out.qoi.median_daily_peak_may	metadata	float	kw	Median hourly daily electric load peak during May	""
out.qoi.median_daily_peak_nov	metadata	float	kw	Median hourly daily electric load peak during November	""
out.qoi.median_daily_peak_oct	metadata	float	kw	Median hourly daily electric load peak during October	""
out.qoi.median_daily_peak_savings_apr	metadata	float	kw	Savings of median hourly daily electric load peak during April	""
out.qoi.median_daily_peak_savings_aug	metadata	float	kw	Savings of median hourly daily electric load peak during August	""
out.qoi.median_daily_peak_savings_dec	metadata	float	kw	Savings of median hourly daily electric load peak during December	""
out.qoi.median_daily_peak_savings_feb	metadata	float	kw	Savings of median hourly daily electric load peak during Febuary	""
out.qoi.median_daily_peak_savings_intensity_apr	metadata	float	kw_per_ft2	Savings of median hourly daily electric load peak per floor area during April	""
out.qoi.median_daily_peak_savings_intensity_aug	metadata	float	kw_per_ft2	Savings of median hourly daily electric load peak per floor area during August	""
